"Autor.id";"ID_CONVENIO";"TX_OBJETO_CONVENIO";"VL_GLOBAL";"VL_REPASSE";"DT_PUBLICACAO";"acao.ab"
"ZÉ SILVA_MG";500664;"Aquisição de Sementes destinadas aos Agricultores Familiares do município de Unaí.";"R$ 150.000,00";"R$ 140.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";500799;"AQUISIÇÃO DE SEMENTES DE MILHO E SORGO";"R$ 101.000,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";500802;"Aquisição de sementes aos agricultores familiares do município de Diamantina ¿ MG";"R$ 100.200,00";"R$ 100.000,00";"";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";511046;"Aquisição de sementes aos agricultores familiares do município de Santa Maria do Salto - MG";"R$ 100.102,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";514896;"Aquisição de sementes aos agricultores familiares do município de Bandeira ¿ MG";"R$ 101.000,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";515173;"AQUISICAO DE SEMENTES DE MILHO PARA FORTALECIMENTO DA AGRICULTURA FAMILIAR DO MUNICIPIO.";"R$ 100.102,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";498953;"Aquisição de sementes para os agricultores familiares do município de Lagoa dos Patos - MG";"R$ 151.000,00";"R$ 150.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";515063;"Aquisição de sementes aos agricultores familiares do município de Claraval ¿ MG.";"R$ 100.500,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";514912;"Aquisição de sementes aos agricultores familiares do município de São João do Paraíso - MG";"R$ 153.000,00";"R$ 150.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";500666;"Aquisição de sementes aos agricultores familiares do município de Gouveia - MG";"R$ 102.000,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";514928;"Aquisição de sementes aos agricultores familiares do município de Janaúba - MG";"R$ 154.000,00";"R$ 140.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";514971;"Aquisição de Sementes para a agricultura familiar.";"R$ 101.000,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";515620;"Aquisição de sementes de milho e feijão (sementes) para plantio de lavoura dos pequenos produtores e assentamentos no Município de Ituiutaba-MG.";"R$ 101.000,00";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";511621;"Aquisição de sementes para aquisição e distribuição aos agricultores familiares no Município de São João da Ponte/MG.";"R$ 102.010,38";"R$ 100.000,00";"20/01/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"ZÉ SILVA_MG";518553;"AQUISIÇÃO DE SEMENTES PARA A AGRICULTURA FAMILIAR";"R$ 104.008,44";"R$ 100.000,00";"22/02/2016";"APOIO AO DESENVOLVIMENTO SUSTE"
"LEONARDO MONTEIRO_MG";239172;"aquisição de 02 (dois) tratores agrícolas de pneu com potência mínima de 75 CV e 02 (duas) grades aradoras com controle remoto de 14 discos cada e adaptada com pneus.";"R$ 197.000,00";"R$ 193.060,00";"18/01/2012";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";241872;"Construção de pontes na Zona Rural";"R$ 400.790,58";"R$ 392.774,77";"19/01/2012";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";230336;"01(um) Trator agricola com potência de 75 cv, tração 4x4, motor diesel,com carreta agricola de madeira capacidade de 03 toneladas e arado fixo de 03 discos de 28 polegadas.";"R$ 104.078,50";"R$ 100.000,00";"18/01/2012";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";242595;"Pá Carregadeira";"R$ 326.100,00";"R$ 300.000,00";"20/01/2012";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";416187;"PAVIMENTAÇÃO E DRENAGEM PLUVIAL DE DIVERSAS VIAS PÚBLICAS DA CIDADE DE SÃO JOÃO DO MANTENINHA/MG";"R$ 503.400,38";"R$ 493.100,00";"20/08/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";447240;"OBRAS DE CONTENÇÃO DE ENCOSTAS NO MUNICÍPIO DE SÃO FÉLIX DE MINAS.";"R$ 246.100,00";"R$ 245.850,00";"25/11/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";318690;"Construção de três pontes nas comunidades rurais do município de Belo Oriente";"R$ 280.000,00";"R$ 260.000,00";"";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";506624;"Pavimentação asfáltica em trechos das Ruas Professora  Zizinha de Carvalho e  Professora Criselina Passos, no município de Pirapora - Minas Gerais.";"R$ 395.000,00";"R$ 394.200,00";"07/01/2016";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";516474;"Pavimentação de Ruas e Avenidas.";"R$ 251.843,33";"R$ 245.850,00";"09/12/2015";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";510826;"Implantação de Pavimentação em vias públicas urbanas.";"R$ 282.530,34";"R$ 279.704,45";"11/01/2016";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";516671;"Pavimenta¿¿o Asf¿ltica  de ruas da area urbana  do Municipio de A¿ucena";"R$ 259.930,41";"R$ 245.850,00";"31/12/2015";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";516359;"Pavimentação de Vias Urbanas: Rua Eledina Edith de Paula, Rua Anely, Rua Demócliades, Rua Mercês e Rua Fortaleza. Município de Rio Vermelho.OBRA: Pavimentação de Vias em Bloquet Exagonal e=6cm";"R$ 251.035,04";"R$ 245.850,00";"04/01/2016";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";516361;"Pavimentação em pré-moldado de concreto nos trechos de diversas ruas do  município de Poté - MG.";"R$ 248.520,69";"R$ 245.850,00";"06/01/2016";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";506385;"PAVIMENTAÇÃO DE RUAS NA ZONA URBANA DE SÃO FÉLIX DE MINAS.";"R$ 500.100,00";"R$ 493.100,00";"17/11/2015";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";294405;"Aquisição de Equipamentos e Materias Permanentes para Unidade de Atenção Especializada em Saúde";"R$ 246.500,00";"R$ 246.500,00";"16/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";288013;"Aquisição de equipamentos e material permanente para as unidades de urgência e emergência do Hospital Nossa Senhora de Lourdes.";"R$ 115.902,68";"R$ 115.902,68";"11/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";307162;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE HOSPITALAR DE URGÊNCIA E EMERGÊNCIA.";"R$ 100.000,00";"R$ 100.000,00";"16/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";290208;"Aquisição de equipamentos e materiais Permanentes para o Serviço de Urgência e Emergência do Hospital São João Batista de Visconde do Rio Branco - MG.";"R$ 100.000,00";"R$ 100.000,00";"10/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";318288;"Aquisição de equipamentos e material permanente para unidade de atenção especializada em saúde.";"R$ 584.400,00";"R$ 584.400,00";"21/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";319346;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE.";"R$ 800.000,00";"R$ 800.000,00";"15/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";311473;"Aquisição de equipamento e material permanente para unidade de atenção especializada em saúde.";"R$ 631.180,00";"R$ 631.180,00";"09/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";297047;"Aquisição de Equipamento e Material Permanente para Irmandade Nossa Senhora das Mercês de Montes Claros.";"R$ 90.000,00";"R$ 90.000,00";"07/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"PADRE JOÃO_MG";301099;"Aquisição de Equipamento e Material Permanente para Irmandade Nossa Senhora das Mercês.";"R$ 140.000,00";"R$ 140.000,00";"07/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"ZÉ SILVA_MG";370074;"Pavimentação em diversas ruas do Município de Virgem da Lapa.";"R$ 255.740,00";"R$ 255.740,00";"03/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"ZÉ SILVA_MG";380451;"CONSTRUÇÃO DE UMA PRAÇA PARA EVENTOS E RECREAÇÃO.";"R$ 255.740,00";"R$ 250.625,20";"06/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"ZÉ SILVA_MG";370014;"Pavimentação de vias públicas do bairro Vila Rica";"R$ 297.410,37";"R$ 255.740,00";"03/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"ZÉ SILVA_MG";369942;"PAVIMENTAÇÃO DE VIAS PÚBLICAS";"R$ 260.609,10";"R$ 255.740,00";"04/12/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"ZÉ SILVA_MG";373040;"Restauração, reforma e paisagismo da praça José Candido de Lima";"R$ 497.662,13";"R$ 433.760,00";"14/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"ZÉ SILVA_MG";431404;"AQUISIÇÃO DE PATRULHA MECANIZADA";"R$ 154.000,00";"R$ 150.000,00";"";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";155933;"Construção de um Centro de Referência da Assistência Social - CRAS";"R$ 107.859,07";"R$ 100.000,00";"17/01/2011";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";146389;"OBRA DE AMPLIAÇÃO DE EDIFICAÇÃO PARA INSTALAÇÕES DO CRAS NO MUNICÍPIO DE JAMPRUCA.";"R$ 105.000,00";"R$ 100.000,00";"10/01/2011";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";241515;"Realizar o projeto Circuito de Oficinas de Percussão, visando a capacitação de 50 adolescentes e jovens que se encontram em situação de risco social e cultural e uma apresentação de shows musical ao final do projeto, no município de Diamantina.";"R$ 100.000,00";"R$ 98.000,00";"20/06/2012";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";315817;"Construção de Ginásio Poliesportivo.";"R$ 397.959,20";"R$ 390.000,00";"15/01/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";311994;"Reformar e modernizar a infraestrutura esportiva e de lazer da Praca de Esportes do municipio e de campo de futebol de Governador Valadares, Construcao de quadra poliesportiva em distrito.";"R$ 491.000,00";"R$ 468.000,00";"";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";368945;"Aquisição de Patrulha Mecanizada.";"R$ 497.450,00";"R$ 487.500,00";"03/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";357669;"Apoiar ao Pequeno e Médio Produtor Agropecuário por meio de capacitação técnica e ações voltadas para o desenvolvimento do associativismo e do cooperativismo contribuindo para a estruturação e consolidação da cooperativa regional dos produtores familiares";"R$ 249.330,00";"R$ 237.330,00";"12/02/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";377506;"Aquisição de Máquina: MOTONIVELADORA.";"R$ 487.500,00";"R$ 477.750,00";"17/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";364448;"AQUISIÇÃO DE EQUIPAMENTOS AGRÍCOLAS VISANDO O APOIO A PROJETOS DE DESENVOLVIMENTO E FOMENTO DO SETOR AGROPECUÁRIO";"R$ 305.500,00";"R$ 292.500,00";"";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";374191;"Aquisição de Patrulha Mecanizada.";"R$ 139.000,00";"R$ 97.500,00";"30/12/2013";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";374067;"Aquisição de Patrulha Mecanizada.";"R$ 210.000,00";"R$ 195.000,00";"20/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";383363;"AMPLIAÇÃO E REALIZAÇÃO DE MELHORIAS NO MERCADO MUNICIPAL";"R$ 298.275,00";"R$ 291.000,00";"14/01/2014";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";444336;"Pavimentação com bloketes pré moldados a Serra de acesso a São Geraldo do Mantenópolis zona rural do município de Central de Minas.";"R$ 1.010.683,40";"R$ 1.000.000,00";"06/01/2015";"PROMOÇÃO E FORTALECIMENTO DA A"
"LEONARDO MONTEIRO_MG";504958;"Aquisição de equipamentos para estruturação de infraestrutura de agroindústria familiar de laticínios e instrumentalização de associação de base comunitária no fornecimento de patrulha mecanizada para possibilitar oferta de serviços agrícolas.";"R$ 323.000,00";"R$ 300.000,00";"13/01/2016";"PROMOÇÃO E FORTALECIMENTO DA A"
"DOMINGOS SÁVIO_MG";377549;"Ampliação de Túnel na área urbana do Município de Lavras/MG";"R$ 493.100,00";"R$ 493.100,00";"15/01/2014";"REALIZAÇÃO E APOIO A EVENTOS D"
"DOMINGOS SÁVIO_MG";456316;"Construção da sede da 50ª CIA PM da Polícia Militar do Estado de Minas Gerais, localizada a Avenida Guarujá, bairro São Vicente, Bom Despacho-MG.";"R$ 949.801,47";"R$ 391.426,22";"28/01/2015";"REALIZAÇÃO E APOIO A EVENTOS D"
"ZÉ SILVA_MG";286108;"Aquisição de equipamentos para a Fundação de Saúde Dilson de Quadros Godinho.";"R$ 2.000.000,00";"R$ 2.000.000,00";"11/01/2013";"REALIZAÇÃO E APOIO A EVENTOS D"
"ZÉ SILVA_MG";506771;"PAVIMENTAÇÃO DE RUAS NO MUNICÍPIO DE BANDEIRA";"R$ 248.850,00";"R$ 245.850,00";"07/01/2016";"REALIZAÇÃO E APOIO A EVENTOS D"
"LEONARDO MONTEIRO_MG";503420;"Construcao de quadras poliesportivas nos distritos  do municipio de Governador Valadares";"R$ 532.300,00";"R$ 487.500,00";"04/01/2016";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LEONARDO MONTEIRO_MG";503101;"IMPLANTAÇÃO DO CAMPO DE FUTEBOL";"R$ 250.971,60";"R$ 243.750,00";"";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"AELTON FREITAS_MG";236160;"Recuperação de Estradas Vicinais";"R$ 119.000,00";"R$ 97.500,00";"19/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"ADEMIR CAMILO_MG";242344;"Realizar qualificação de mão de obra, com vistas a obter excelência na recepção turística com foco na Copa 2014, em 05 municípios do Estado de Minas Gerais";"R$ 625.000,00";"R$ 500.000,00";"30/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"ADEMIR CAMILO_MG";387663;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE";"R$ 548.800,00";"R$ 548.800,00";"10/01/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"ADEMIR CAMILO_MG";387441;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE";"R$ 250.000,00";"R$ 250.000,00";"13/01/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"ADEMIR CAMILO_MG";427883;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE";"R$ 200.000,00";"R$ 200.000,00";"01/12/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"ADEMIR CAMILO_MG";449059;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE";"R$ 794.050,00";"R$ 793.000,00";"07/01/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"ADEMIR CAMILO_MG";442449;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE";"R$ 187.000,00";"R$ 187.000,00";"02/12/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"ADEMIR CAMILO_MG";507260;"Pavimentação de Vias Urbanas";"R$ 251.996,25";"R$ 245.850,00";"17/11/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";128195;"Aquisição de Equipamentos e Materiais permante para estruturação do hospital Afranio Augusto de Figueiredo";"R$ 108.000,00";"R$ 99.360,00";"28/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";140260;"AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE";"R$ 204.081,73";"R$ 200.000,00";"29/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230264;"Aquisição de Patrulha Mecanizada";"R$ 200.000,00";"R$ 195.000,00";"17/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230250;"Aquisição de Patrulha Mecanizada";"R$ 301.800,00";"R$ 243.750,00";"04/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230069;"Aquisição de Patrulha Mecanizada";"R$ 500.000,00";"R$ 487.500,00";"03/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230235;"Aquisição de Patrulha Mecanizada";"R$ 530.000,00";"R$ 487.500,00";"03/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230256;"Aquisição de Patrulha Mecanizada";"R$ 333.741,00";"R$ 292.500,00";"17/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230219;"Aquisição de Patrulha Mecanizada";"R$ 250.000,00";"R$ 243.750,00";"11/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230239;"Aquisição de Patrulha Mecanizada";"R$ 510.000,00";"R$ 487.500,00";"11/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230241;"Aquisição de Patrulha Mecanizada";"R$ 510.000,00";"R$ 487.500,00";"11/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230222;"Aquisição de Patrulha Mecanizada";"R$ 250.000,00";"R$ 243.750,00";"12/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230260;"Aquisição de Patrulha Mecanizada";"R$ 259.500,00";"R$ 243.750,00";"06/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230261;"Aquisição de Patrulha Mecanizada";"R$ 415.000,00";"R$ 292.500,00";"17/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";242349;"Projeto de aquisição de calcário e adubo fosfatado para distribuição aos pequenos agricultores do municipio.";"R$ 450.800,00";"R$ 438.750,00";"17/02/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230246;"Aquisição de Patrulha Mecanizada";"R$ 500.000,00";"R$ 487.500,00";"12/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230262;"Aquisição de Patrulha Mecanizada";"R$ 250.000,00";"R$ 243.750,00";"20/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230263;"Aquisição de Patrulha Mecanizada";"R$ 530.000,00";"R$ 487.500,00";"10/01/2012";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230226;"Aquisição de Patrulha Mecanizada";"R$ 500.000,00";"R$ 487.500,00";"";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"BILAC PINTO_MG";230273;"Aquisição de Patrulha Mecanizada";"R$ 370.000,00";"R$ 341.250,00";"";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"JÔ MORAES_MG";521687;"REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE";"R$ 249.998,56";"R$ 249.998,56";"05/01/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"JÔ MORAES_MG";522908;"REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE";"R$ 266.909,72";"R$ 250.000,00";"08/01/2016";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";111640;"Aquisição de Patrulha Mecanizada.";"R$ 289.000,00";"R$ 195.000,00";"27/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";107201;"MELHORIA DA INFRA ESTRUTURA DO PARQUE DE EXPOSIÇÃO";"R$ 198.979,60";"R$ 195.000,00";"24/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";107824;"Melhoria da infraestrutura do Parque de Exposições Municipal - Cobertura de Galpão de eventos com estrutura metálica.";"R$ 152.294,57";"R$ 146.250,00";"05/01/2011";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";111564;"Reforma do Parque de Exposições do Município de Barroso.";"R$ 103.543,87";"R$ 97.500,00";"24/01/2011";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";111571;"Aquisição de Patrulha Mecanizada";"R$ 152.750,00";"R$ 146.250,00";"01/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";111574;"Reformar e ampliar o espaço físico do parque de exposições municipal.";"R$ 159.649,71";"R$ 146.250,00";"29/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";111617;"Construção de Parque de Exposição Agropecuária ¿ Segunda etapa.";"R$ 200.000,00";"R$ 195.000,00";"27/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";318305;"Construção de Quadra de esporte no Bairro Córrego do Ouro.";"R$ 250.000,00";"R$ 243.750,00";"17/01/2013";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";318306;"Construção de Quadra Poliesportiva no Bairro da Glória";"R$ 262.797,28";"R$ 243.750,00";"17/01/2013";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";381344;"Construção de Campo de Futebol no município de LUISLÂNDIA-MG.";"R$ 257.278,03";"R$ 243.750,00";"06/01/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";381343;"CONSTRUÇÃO DE QUADRA POLIESPORTIVA";"R$ 194.669,00";"R$ 190.775,62";"15/01/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";381350;"Implantação de Infraestrutura Esportiva no Município de Lagoa Dourada/MG";"R$ 280.535,14";"R$ 243.750,00";"13/01/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";381424;"Reforma e Ampliação de Espaço Esportivo no Município de Bandeira do Sul.";"R$ 305.385,14";"R$ 243.750,00";"27/12/2013";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";381954;"Modernização de infraestrutura para esporte educacional, recreativo e lazer da quadra poliesportiva Dr. Francisco Rodrigues Lustosa.";"R$ 318.985,46";"R$ 243.750,00";"13/01/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";381957;"Construção de campo de futebol.";"R$ 377.701,56";"R$ 243.750,00";"30/12/2013";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";418518;"Construção de Campo de Futebol no município de LUISLÂNDIA-MG";"R$ 250.000,00";"R$ 243.750,00";"";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";418612;"CONSTRUÇÃO DE QUADRA POLIESPORTIVA";"R$ 250.000,00";"R$ 243.750,00";"25/11/2014";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";506731;"Implantação de pavimentação em via pública urbana no Distrito de São José do Almeida, Município de Jaboticatubas/MG";"R$ 255.684,00";"R$ 245.850,00";"30/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";506391;"PAVIMENTAÇÃO EM VIAS URBANAS DO MUNICÍPIO.";"R$ 300.000,00";"R$ 295.300,00";"22/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";507060;"Recapeamento e Reperfilamento de vias urbanas";"R$ 246.100,00";"R$ 245.850,00";"31/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";506934;"OBRAS DE PAVIMENTAÇÃO E RECAPEAMENTO DE VIAS PÚBLICAS NO PERÍMETRO URBANO.";"R$ 250.000,00";"R$ 245.850,00";"14/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";507229;"Infra estrutura urbana, como obras de pavimentação e recapeamento de vias.";"R$ 250.000,00";"R$ 245.850,00";"24/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";506985;"Recapeamento de vias públicas.";"R$ 250.000,00";"R$ 245.850,00";"24/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";507056;"Melhoramento de vias públicas com execução de obras de infraestrutura, através recapeamento sobre pavimentação já existente, implantação de drenagem, passeio, meio-fios e sarjetas.";"R$ 250.000,00";"R$ 245.850,00";"18/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"LUIZ FERNANDO FARIA_MG";507164;"Pavimentação de Vias Públicas";"R$ 255.684,00";"R$ 245.850,00";"29/12/2015";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
"MARCOS MONTES_MG";132118;"AQUISIÇÃO DE MATERIAIS DE CONSUMO E MATERIAIS MEDICO-HOSPITALARES DE USO ÚNICO.";"R$ 125.448,20";"R$ 115.412,00";"13/12/2010";"IMPLANTAÇÃO E MODERNIZAÇÃO DE "
