"Autor.id";"TEXTO_POR_AUTOR"
"PAULO TEIXEIRA_SP";"contratação empresa especializada realização serviços conservação limpeza capela ordem terceira francisco penitência elementos artísticos atendimento jurídico população carcerária familiares região metropolitana paulo implantação recapeamento pavimentação vias públicas urbanas pavimentação ruas sinalização trânsito recapeamento asfáltico ruas eou avenidas divinolândia obras construção galerias águas pluviais recapeamento asfáltico ruas sergipe vicente paula maranhão melhoria infraestrutura região central embu artes obras melhorias transbordo município ferraz vasconcelos sp recapeamento vias município avenida joão avenida santa cruz lázaros avenida lucas nogueira garces parcialmente pavimentação ruas jardim regiane itararésp reforma centro esportivo lazer bairro avelino alves palma município ribeirão preto ciclovia águas prata reurbanização praça trabalhador obra infraestrutura compreendendo execução pavimentação drenagem obras complementares rua tucuruí jardim tupinambá região bairro pimentas recapeamento ruas mato grosso avenida dr milton rezende junqueira borba gato curitiba joão blesio bela vista recapeamento asfálticosinalização viária horizontal vertical recapeamento vias públicas urbanas diversos pontos cidadeabrigos embarque desembarque passageiros transporte público coletivo urbano obras pavimentação ruas parque centenário município itararésp praça distrito roque fartura recapeamento pavimentação via município jacareí adequação manutenção praça pública região periférica município bernardo campo prevendo acessibilidade universal implantação ciclovia joão boa vista águas prata obras pavimentação drenagem pluvial calçadas sarjeta sarjetão bairro pinheirinho município itaquaquecetuba sp infraestrutura urbana pavimentação asfaltica reforma modernização ginásios esportivos município bernardo campo aquisição bens permanentes aquisição equipamentos ginástica terceira idade ar livre região freguesia ó implantacao modernizacao infraestrutura esporte educacional recreativo lazer construção reforma revitalização espaços públicos práticas esportes valorização cultura indígena através projeto ywá frutos resgate tradições costumes etnias município gabriel cachoeira ser realizado colégio gabriel formação 100 professores indígenasprodução publ estruturação rede serviços proteção social básica aquisição material consumo contratação serviços terceiros pessoa física eou jurídica implantação estruturas drenagem urbana águas pluviais córrego parque jardim botânico preservação acervo catalogação museu histórico marquês três rios museu missão preservar divulgar elementos patrimonio cultural santa rita passa quatro contriuir reflexões comunidade sobre memonria identidade desenvolvimento zequinha abreu musico brasileiro pianista pr equipar modernizar centro referência assistência social reforma unidade atenção especializada saúde auxilio financeiro reforma piso unidades assistência paciente locais grande circulação pavimento térreo superior hospital reforma centro saúde maracaí prédio complementar onde realizados procedimentos atenção básica servicos infraestrutura asfaltamento recape revitalizacao guias sarjetas calcamentos vias municipio pavimentação drenagem aguas pluviais rua aparecido clemente guardavaschio construo muro arrimo execução obras infraestrutura contemplando serviços guias sarjetas pavimentação galerias águas pluviais ruas jardim brasil infraestrutura urbana compreendendo pavimentação recapeamento drenagem calçamento guias sarjetas acessibilidade construção praça júlio lollo recapeamento asfáltico vias públicas município ribeirão preto capacitar 400 pessoas sendo alunos professores profissionais escola paismães alunos duas escolas rede municipal josé campos abordagem conteúdos propostos lei 1063903 foco valorização cultura produção realização exposição ausências brasil cidade paulo aquisição equipamento material permanente instalação praça esportes lazer baixos viaduto china localizado jardim helena bairro miguel paulista reforma modernização parque aquático municipal bernardo campo aquisição equipamento material permanente dotar hospital infra estrutura necessária funcionamento tocante fornecimento ar medicinal vácuo climatização atender áreas atendimento críticas aquisição material permanente oficina desenho grafite município várzea paulista descrição realizar oficinas desenho grafite crianças jovens adultos centros atenção psicossociais município várzea paulista projeto incubadora cultural alternativa desenvolvimento local economia cultura pretende criar incubadora cultural secretaria municipal cultura guarulhos fomentar iniciativas culturais município através seminário proporcionar espaço formação fomento cultural assessore grupos indivíduos trabalhem interesse trabalhar expressões culturais locais partir perspectiva sustentável empreendedora execução curso formação área gestão cultural desenvolvimento local indivíduos grupos prioritariamente região vila nova cachoeirinha casa verde interesse trabalhem tema cultura além disso implantação 1° etapa projeto cidade digital município bragança paulista implantação ciclofaixa lazer dentro perímetro urbano melhorar atendimento prestado idosos através aquisição diversos materiais consumo reforma unidade básica saude reforma unidade basica saude ampliação unidade básica saúde aquisição medicamentos garantir atendimento problemas saúde relevantes população sinalização turística 3ª etapa implantação aquário pista cooper parque mantiqueira execução obras unidades habitacionais tipo embrião infraestrutura contemplando guias sarjetas pavimentação drenagem superficial contenção talude paisagismo implantação área lazer loteamento interesse social jardim conceição rede atencao urgencias emergencias unidades hospitalres aquisicao equipamento material permanente unidade urgencia emergência aquisição equipamento material permanente aquisição equipamentos material permanente unidade atenção especializada saúde santa casa misericórdia joaquim barra cnes 2080044 aquisição equipamentos materia permanente unidade atenção especializada saúde centro cirúrgico aquisição equipamento material permanente unidade hospitalar urgência emergência aquisição equipamentos material permanente unidade atenção especializada saúde aquisição equipamentos material permanente aquisição equipamento material permanente unidade terapia intensiva projeto aquisição equipamentos material permanente estruturação rede serviços atenção especializada saúde realização 12 encontros preparatórios 1 encontro municipal cultura digital comunicação comunitária 48 oficinas capacitação cultura digital cidade paulo aquisição instrumentos musicais artísticos envolvendo sopro corda percussão possibilitando formação banda musical fanfarra centro cultural juventude composto jovens frequentadores deste espaço público entorn adequação modernização infraestrutura esportiva aquisição equipamentos permanentes paulo serviços assessoria jurídicosocial gratuita informações sobre direitos moradia capacitação direitos humanos cidadania formação mediação conflitos área habitacional pavimentação ruas municipio cerqueira cesar rua perobas rua candeias bairro jardim primavera execução obras guias sarjetas pavimentação asfáltica prolongamento sinalização avenida flayboyants jd ypê pinheiros mogi guaçu sp pavimentação asfáltica cbuq concreto betuminoso usinado quente ruas bairro santa cruz lopes município itararé sp recapeamento asfáltico várias ruas vila valentim execução infraestrutura drenagem pavimentação asfáltica ruas bairro jardim paineiras águas prata sp pavimentação rua municipio francisco morato construção galerias pluviais área urbana município tejupásp recapeamento rua campos salles execução serviços infraestrutura pavimentação drenagem outros serviços correlatos vias urbanas execução obras infraestrutura compreendendo implantação guias sarjetas pavimentação asfáltica drenagem passeios rua antonio bitencourt rua felício alves parque miguel recapeamento asfáltico trecho avenida antônio veroneze aquisição equipamentos bem veículos agricultores município rio clarosp máquinas equipamentos agrícolas aquisição maquinas veiculo assistência agricultura familiar zona rural limeira sp implantação centro referência direitos humanos sp implantação balcão direitos distrito cidade tiradentes zona leste cidade paulo projeto escola cidadania promoção direitos humanos pretende estimular debate atuação educação direitos humanos consonância programa nacional direitos humanos plano nacional educação direitos humanosdessa forma construção centro atenção psicossocial caps município maracaísp estruturação rede serviços proteção social especial aquisição veiculos 0 zero km adaptados aquisição equipamento material permanente projeto aquisição equipamentos material permanente estruturação rede serviços atenção especializada saúde mecanização agrícola aquisição trator equipamentos agrícolas aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde ampliação modernização frota motos equipe romo ronda motorizada município santo andre sp aquisição patrulha mecanizada implantação infraestrutura aquicola pesqueira"
"PAULÃO_AL";"implantação pavimentação vias públicas urbanas construção ciclovia aquisição equipamento material permanente unidade atenção especializada saúde aquisição patrulha mecanizada aquisição equipamento material permanente unidade atenção especializada saúde joão maceió 2014 elaborado forma atender metas propostas meio editais públicos cada segmentoedital arraias bairros edital cenografia edital produção edital programação local realização projeto maceió xodó pavimentação drenagem acesso serra barriga 1ª etapa reforma antiga estação ferroviária reurbanização entorno prédio apoiar fortalecer iniciativas grupos organizações produtivas mulheres rurais estado alagoas apoio realização feiras comercialização produtos reforma agrária estado alagoas aquisição trator agrícola potência mínima 104 cv batedeira cereais calçamento diversas ruas municipio palmeira índios reestruturação estradas vicinais pavimentação paralelepípedo drenagem diversas ruas povoado promissão zona rural município inhapial total aproximado 3089 m² pavimentação aquisição patrulha mecanizada aquisição patrulha mecanizada pavimentação diversas ruas implantação pavimentação paralelepípedos diversas ruas cidade"
"PEDRO CHAVES_GO";"aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada estruturação rede serviços proteção social básica aquisição material consumo contratação serviços terceiros pessoa jurídica aquisição patrulha agrícola município santa tereza goiás aquisição patrulha mecanizada aquisição patrulha mecanizada município formosago aquisição patrulha mecanizada aquisição patrulha agrícola aquisição patrulha mecanizada municipio guarani goias aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição maquinário adequação estradas vicinais município uruaçu go aquisição patrulha mecanizada aquisição patrulha mecanizada composta 01uma pá carregadeira município hidrolina investimento apoio projetos desenvolvimento fomento setor agropecuario aquisição pá carregadeira município nova iguaçu goiás aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada aquisição patrulha mecanizada formosago aquisição patrol aquisição motoniveladora municipio turvâniago aquisição patrulha mecanizada composta motoniveladora município adelândiago aquisição retroescavadeira municipio nova iguaçu goias aquisição 1 pá carregadeira aquisio motoniveladora aquisição pa carregadeira municipio taquaral goias aquisição patrulha mecanizada composta trator grade aradora município sao domingosgo aquisição patrulha mecanizada município morro agudo goias aquisição patrulha mecanizada município formosago aquisição patrulha mecanizada município porangatugo aquisição 01 caminhão basculante aquisição patrulha mecanizada municipio guarani goias aquisição patrulha agrícola município abadia goiás go aquisição pá carregadeira cidade trombasgo aquisição patrulha mecanizada aquisição maquinários setor agropecuário município turvânia go aquisição patrulha mecanizada municipio vila boago aquisição patrulha agrícola município miguel passa quatrogo aquisição máquinas equipamentos aquisição patrulha mecanizada construção praça pública município alexânia go construção centro eventos rua nbii8 quadra 63 novo buriti ii municipio buritinópolisgo construção centro convenções reforma unidade atenção especializada saúde pavimentação asfaltica meio fio sarjeta diversas localidades deste municipio implantação pavimentação asfáltica sarjetas calçada meio fio avenida arua 811 14 setor jardim independência município simolândia go implantação passeios públicos canteiros centrais avenidas presidente juscelino avenida vicente paula sousa construção quadra poliesportiva coberta possego construção quadra poliesportiva município nova iguaçu goiás go aquisição caminhão equipado compactador lixo aquisição caminhão coletor compactador hidráulico capacidade 12m3 resíduos motor diesel aquisição caminhão coletor compactador lixo aquisição caminhão coletor lixo município estrela nortego aquisição caminhão coletorcompressor hidráulico resíduos sólidos capacidade mínima carga 10m³ novo potência mínima 180 cv motor diesel atender demanda coleta lixo município novo brasilgo aquisição 01 caminhao coletor lixo reforma unidade atenção especializada saúde aquisição equipamento material permanente conforme prevê ação 8535 vinculada presente proposta aquisição caminhão caçamba município estrela nortego aquisição patrulha mecanizada município alexânia aquisição pá carregadeira aquisição caminhão truck caçambado aquisição caminhão coletorcompactador lixo construção ponte rio corrente município cavalcantego aquisição caminhão coletor lixo aquisição patrulha mecanizada maquina pa carregadeira aquisição caminhão caçamba município guapogo aquisição caminhão coletor lixocompactador ampliação unidade atenção especializada saúde aquisicao dois caminhoes aquisição caminhão compactador lixo aquisição 01um caminhão coletor lixo aquisição caminhão pipa município divinópolis goiás go aquisição caminhão coletor compactador lixo município mara rosago pavimentação asfáltica município flores goiasgo recapeamento diversas vias município uruaçu go construção quadra poliesportiva construção quadra poliesportiva aquisicao equipamento material permanente unidade atencao especializada saude pavimentação asfáltica município taquaral goias recapeamento asfáltico ruas mutunópolisgo reforma ampliação estádio municipal mara rosago construção quadra poliesportiva coberta distrito pocelandia município guapogo construção quadra coberta poliesportiva construção quadra poliesportiva coberta construção arquibancadas bilheteria estádio municipal milton pacheco macedo infraestrutura esportiva implantação modernização infraestrutura esportiva aquisição equipamento material permanente unidade atenção especializada saúde pavimentação asfaltica drenagem aguas pluvias superficial seguintes ruas venina cavalcante rua 01 rua porto seguro rua pele rua juazeiro rua senhor bonfim rua alto paraiso rua pouso alegre viela bairro val paraiso cidade ni aquisição caminhão coletor resíduos sólidos coleta seletiva aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamentos médicohospitalares estruturação vila josé bento cottolengo hospital atenção especializada saúde auditiva física reabilitação infraestrutura urbanística lago paulo henrique possego urbanização avenidas postos agropecuária avenida ivone saad avenida brasília avenida lagoa feia aquisicao equipamento material permanente unidade urgencia emergencia aquisição caminhão caçamba município sao patríciogo aquisição caminhão coletor compactador estruturação rede serviços proteção social especial aquisição material consumo construção ponte rio cana brava municipio porangatugo aquisição equipamento material permanente unidade atenção especializada saúde"
"PEDRO CUNHA LIMA_PB";"2ª etapa construção campo futebol município aparecida pb"
"PEDRO FERNANDES_MA";"pavimentação ruas deste município implantação sistema abastecimento água implantação sistema abastecimento água implantação sistema abastecimento água zona rural município sucupira nortema implantação sistema simplificado abastecimento água povoado panelas município colinasma conclusao unidade atencao especializada saude reforma cobertura quadras esportivas bairros forquilha estiva pavimentação asfáltica vias bairro estiva construção cais margem rio pindaré municipio turistico pindarè mirim ma projeto infraestrutura turistica construção museu municipal arari construção duas praças públicas reforma praça reforma praça pública localizada parque shalon município luís ma construção mercado público construção parque exposições agropecuárias pavimentação vias publicas pavimentação vias públicas sede municipio buriti bravoma construção pavimentação blokrets rua dr adonias lucas sede município sucupira norte ma pavimentação vias município passagem franca ma"
"PEDRO UCZAI_SC";"pavimentação asfáltica rodovia integração 4ª etapa termino construção centro comercialização produtos artesanais peritiba apoio projetos infraestrutura turistica pavimentação pedras basalto irregularesparalelepipedo trecho 1 2 rodovia cai005e010estrada acesso santuário n s salete 1ª etapa construção pórticos turísticos município porto belo sc apoio realização ii feira agroindústria familiar município pinheiro preto aquisição sementes pastagens destinada agricultores familiares município carlossc implantação obras infraestrutura urbana município lindóia sul pavimentação vias públicas pavimentação pedras irregulares vias públicas recapeamento asfáltico bairro morada sol implantação recapeamento pavimentação vias públicas urbanas pavimentação ruas sede município zortéa bairro centro implementar reperfilagem capa asfáltica sinalização av porto feliz trecho avlaju avdo engenho rua hubert weiss trecho avdo engenho rua alegre rua nelci dal ri acesso bairro bela vista rua hubert koelln trecho entr implantação pavimentação asfaltica bairro bela vista implantação pavimentação asfáltica drenagem pluvial sinalização viária ruas presidente kennedy 15 novembro município dionísio cerqueirasc pavimentação asfáltica cbu concreto betuminoso quente sobre base composta brita graduada executada sobre subbase macadame seco implantação obras infraestrutura asfáltica drenagem pluvial passeios públicos pavimentação vias públicas urbanas recapeamento asfáltico cbuq diversas ruas perímetro urbano município concórdia revitalização casa huberto rolden localizada avenida marcolino marins cabral centro tubarãosc construção centro multiuso localizado rua daniel hostin bairro estudantes município ipira sc 2ª etapa pavimentação drenagem pluvial rodovia estadual sc 436 1ª etapa comunidade aratingaúba imaruísc construção 10 dez unidade habitacionais isoladas município novo horizontesc construção 6 seis unidades habitacionais área urbana município construção unidade atenção especializada saúde pavimentação asfáltica pavimentação asfáltica perímetro urbano ampliação rede drenagem urbana pavimentação vias urbanas município capinzal implantação ciclovia ações acessibilidade revitalização equipamentos públicos associados pavimentação vias município pavimentação asfáltica sobre calçamento vias urbanas existentes pavimentação asfáltica drenagem pluvial passeios públicos ruas município pavimentação asfáltica via inserida malha urbana município itá sc aquisição equipamentos agrícolas aquisição trator agrícola aquisição mini carregadeira aquisição máquinas equipamentos agrícolas aquisição equipamentos atendimento agricultores agricultoras agricultura familiar município nova erechim adquirir equipamentos agricultura familiar aquisição máquinas agrícolas aquisição patrulha mecanizada atendimento agricultores josé cedrosc aquisição retroescavadeira aquisição patrulha mecanizada melhorias propriedades rurais familiares ibiam aquisição máquinas agrícolas aquisição patrulha mecanizada aquisição maquinário agrícola município dionísio cerqueirasc aquisição trator agrícola máquinas equipamentos adequação infraestrutura produtiva municipal aquisição máquinas equipamentos adequação infraestrutura produtiva municipal novo horizontesc aquisição equipamentos agrícolas aquisição máquinasequipamentos veículos adequação infraestrutura produtiva município mafra sc aquisição equipamentos ampliação patrulhas agrícolas aquisição máquinas equipamentos adequação infraestrutura produtiva aquisição patrulha agrícola aquisição equipamentos agrícolas aquisição máquinas agrícolas veículos utilitários equipamentos ampliar programa inseminação artificial apoio agricultura familiar aquisição implementos agrícolas fortalecer trabalhos produção orgânica alimentos assentamentos através aquisição máquinas equipamentos aquisição veículos equipamentos fomento produção leiteira município rio campo aquisição equipamentos implementos agrícolas município monte castelosc aquisição caminhão caçamba aquisição implementos agrícolas aquisição equipamentos agrícolas aquisição patrulha mecanizada aquisição equipamentos maquinas agrícolas aquisição trator aquisição máquinas equipamentos agrícolas aquisição rolo compactador aquisição trator ensiladeira município palma solasc aquisição caminhão caçamba aquisição equipamentos agrícolas aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde pavimentação asfáltica vias urbanas rua anchieta trecho i ii rua pedro álvares cabral rua rui barbosa rua getúlio vargas pavimentação asfáltica ruas perímetro urbano nova erechim pavimentação asfáltica drenagem pluvial rua sebastião bairro fragosos pavimentação asfaltica sobre pedra irregular parte avenida brasil rua nove julho pavimentação asfáltica vias publicas pavimentação construção calçadas drenagem pluvial ruas distrito machado pavimentação poliédrica drenagem pluvial trechos ruas chile vereador ladislau zarembski perímetro urbano cidade sao domingos sc pavimentação pedras irregulares sobre base pedrisco rua imigrantes trecho ruas bandeirante flor serra área pavimentar 429573 m² quatro mil duzentos noventa cinco setenta três metros quadrados pavimentação drenagem pluvial sinalização acesso ângelo tiecher acesso loteamento horizonte interior município pavimentação pedras irregulares drenagem pluvial ruas bairros sebastião progresso estrela luiz pavimentação asfáltica sobre pavimentação poliédrica drenagem pluvial trechos diversas ruas perímetro urbano município domingos sc construção estrutura física município descansosc abrigar centro atacado varejo distribuição comercialização produtos agricultura familiar economia solidária aquisição implementos agrícolas aquisição 01 rolo compactador aquisição patrulha agrícola mecanizada estruturacao rede servicos protecao social basica construcao centro publico convivencia cc aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamentos agrícolas 01 trator agrícola 01 ensiladeira 01 carretão reboquebasculante 01 grade limpeza aquisição escavadeira hidráulica municipio coronel freitas sc escavadeira hidráulica aquisição trator agrícola aquisição caminhão diesel novo motor mínimo 230 cv potência equipado caçamba basculante 12 m³ aquisição trator agrícola pneus aquisição equipamentos agrícolas município arroio trintasc aquisição caminhão equipado caçamba basculante 12m³ aquisição trator agrícola pneus 4x4 aquisição trator agrícola implemento município matos costasc maquina retro escavadeira construção centro múltiplo atividades agricultura familiar aquisição retroescavadeira nova tração 4 x 4 aquisição equipamentos patrulha agrícola aquisição trator 4x4 equipamentos agrícola aquisicao maquinas equipamentos trator pneus carretao basculante pulverizador aquisição 03 distribuidores calcário 04 distribuidores adubo 02 colhedoras forragens aquisição trator agrícola potência mínima 105 cv aquisição caminhão equipado caçamba basculante aquisição equipamentos agricolas construção pavilhão feira livre municipal aquisição trator esteiras aquisição escavadeira hidráulica sobre esteira potência liquida mínima 95hp reforma ginásio esportes dileto bertaioli capinzal execução 3ª etapa construção quadra escola municipal hedy klein matzenbacher construção 1ª etapa ginásio esportes bairro olaria edificação espaço divulgação produtos eventos cultura local regional pavimentação drenagem sinalização rua rota turística linha moroé iraceminhasc reforma restauração centro histórico cultural município jacinto machado implantação infraestrutura centro eventos convenções públicas plinio arlindo nês construção terminal rodoviario urbano aquisição caminhão equipado caçamba aquisição implementos agrícolas aquisição britador móvel mandíbula aquisição patrulha agrícola aquisição caminhão caçamba novo aquisição patrulha agricola mecanizada aquisição patrulha agrícola aquisição veículo aquisição caminhao basculante aquisição retroescavadeira nova aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde implantação quadra esportiva linha campinho município dionísio cerqueirasc aquisição máquinas agrícolas equipamentos diversos veículos"
"PEPE VARGAS_RS";"construção centro referência assistência social estruturação rede serviços proteção social básica construção centro convivência idoso construção centro convivência idoso aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde aquisição trator agrícola apoio produção agricultura familiar através aquisição máquinas aquisição 01 trator agrícola 01 plantadeira aquisição retro escavadeira 4x4 retroescavadeira nova equipada motor diesel 04 quatro cilindros turboalimentado potência mínima 85 hp tração 4x4 peso operacional total inferior 6500 kg funcionalidade pá carregadeira + retro cabine fechada ar condicionado co aquisição motoniveladora aquisição caminhão basculante pavimentação estrada morro fabrimcom seguintes cordenadas início s29º22424´ w051º41881´ fim s29º22662´ w051º41890º construção 2° etapa centro agricultura familiar apoio estrutura agroindustrialização comercialização produtos agricultura familiar através aquisição veículo máquinas móveis equipamentos aquisição máquinas implementos agrícolas aquisição retroescavadeira construção pontes concreto armado comunidade navegantes gato linha 20 parizzi interior município casca construção centro cultura eventos banda santa cecília nova pádua rs construção centro eventos 1 etapa rua alfredo cunha centro vale real rs pavimentação trecho via interior município flores cunhars aquisição rolo compactador solo pavimentação paralelepípedos drenagem pluvial rua getúlio vargas município valentim sulrs 1ª etapa pavimentação asfáltica estrada comunidade linha trajano medeiros nova roma sul rs visando implementação expansão investimentos beneficiem coletivamente agricultura familiar aquisição caminhão caçamba município imigranters pavimentação rua maximiliano krewer interior construção unidade beneficiamento mel município butiá aquisição rolo compactador solo extensão complementação redes baixa média tensão instalação transformadores aumento carga melhoria tensão estrada morro capim morro capim estrada júlio castilhos arroio feliz pavimentação asfáltica drenagem vias urbanas pavimentação asfáltica vias urbanas município vendelino rs pavimentação asfáltica vias urbanas município dois lajeados urbanização vias rua alice albernaz ilhas fase i município butiá pavimentação vias urbana cidade pavimentação vias urbanas muncípio cotiporã implantação pavimentação pedras basálticas regulares paralelepípedos ruas arthur leopoldo becker zulmir baroni parcial rua rômulo varela município bom jesus rs pavimentação ruas bairro américa cooperativas bem morar união ampliação ginásio esportes luiz pavimentação drenagem vias urbanas município construção pavimentação basáltica ruas 3 maio 21 abrilcentro oeste construção centro eventos informações turísticas implantação pista caminhada sinalização paralela estrada caravaggio 6° etapa projeto aquisição adubo orgânico implantação melhoria infraestrutura urbana ruas bairro imigrante nova hartzrs pavimentação asfáltica ruas bairro industrial município farroupilhars pavimentação nova calçamento blocos intertravados concreto via imigrantes trecho b bairro cruzeiro bento gonçalvesrs aquisição equipamentos materiais permanentes escola pública música município farroupilhars"
"POMPEO DE MATTOS_RS";"reconstrução 01 ponte concreto sobre arroio pimenta proximidades residência arnildo perleberg 31 23 282 s 52 22 472 reconstrução 01 ponte concreto sobre arroio quilombo proximidades residência valdir denze aquisição 1 caminhão caçamba"
"PR. MARCO FELICIANO_SP";"apoio projetos infraestrutura turística revitalização trecho avenida dom pedro ii aquisição patrulha agrícola mecanizada caminhão basculante mecanização agrícola aquisição trator agrícolas aquisição patrulha agrícola mecanizada revitalização praças municipais apoio projeto infraestrutura turística infraestrutura equipamentos urbanos diretamente relacionados atividades turísticas obra serviços pavimentação asfáltica avenida tupiniquins bairro japui vicente aquisição equipamento material permanente unidade atenção especializada saúde implantação modernização infraestrutura esportiva obras drenagem pavimentação vias urbanas município obras infraestrutura urbana pavimentação construção guias sarjetas calçadas drenagem pluvial canalização córrego viela gordo equipamento material permanente unidade atenção especializada saúde aquisição equipamentos material permanente unidades urgência emergência especializadas saúde obras pavimentação asfáltica serviços complementares vias públicas município franco rocha aquisição equipamento material permanente unidade atenção especializada saúde pavimentação construção guias sarjetas calçadas drenagem pluvial diversas ruas município obras infraestrutura urbana drenagem pavimentação calçamento rua santos sanches recanto dubieux campos jordão sp construção unidade atenção especializada saúde aquisição equipamento material permanente unidade atenção especializada saúde apoio projetos infraestrutura turística iluminação turística orla lago artificial bebedouro avenida sergio sessa stamato execução obras drenagem pavimentação vias urbanas município pavimentação asflatica rua salvdor ripoli reforma teatro caetano sulsp manutenção unidade saúde drenagem pavimentaçãorecapeamento asfálticocontrução guias sarjetas galerias águas pluviais vias públicasemenda n° 28120013 funcional programática n° 1545120541d73 aquisição equipamento material permanente unidade hematologia hemoterapia aquisição equipamento material permanente unidade atenção especializada saúde recapeamento vias públicas urbanas sobre pavimentação asfáltica adequação urbanística entorno teatro municipal recapeamento asfáltico diversas ruas diversos bairros cidade construção unidade atenção especializada saúde"
"PROFESSORA DORINHA SEABRA REZENDE_TO";"apoio projetos infraestrutura turística construção praça igreja matriz município itacajáto apoio projeto infraestrutura turística construção pavimentação drenagens águas pluviais ligar praça municipal padre josimo centro apoio turista apoio projetos infraestrutura turística construção terminal rodoviário pindorama tocantins apoio projetos infraestrutura turística construção praça setor central município araguanãto estruturação rede serviços proteção social básica ampliação cras implantação pavimentação bloquetes avenida presidente juscelino município xambioá to pavimentação bloquetes vias públicas perímetro urbano cidade carmolandia to implantação pavimentação vias urbanas setor nova esperança município dois irmãos tocantins pavimentação ruas avenidas município santa terezinha tocantins pavimentação bloquetes avenida araguaína cidade gioatins to implantação passeios públicos vias urbanas pedro afonsoto implantação pavimentação asfaltica meio fio sinalização horizontal vertical vias públicas urbanas município lagoa confusão realizar obras ações infraestrutura urbana consequente pavimentação ruas avenidas sede município filadélfia pavimentação recapeamento vias urbanas pindorama tocantins implantação modernização infraestrutura esportiva construção campo futebol gramado 1ª etapa reforma iluminação campo futebol joão deus miranda rodrigues município araguatinsto implantação modernização infraestrutura esportiva esporte educacional recreativo lazer município abreulândia to implantação infraestrutura esportiva cidade tocantínia construção centro esportivo educacional recreativo lazer praça estudante setor pouso alegre implantação sistemas simplificados abastecimento água captação subterrânea regiões lucas pé deserrapedro batista glebas zona rural município salvador tocantins implantação melhorias sanitárias domiciliares zona rural município araguatins to implantação melhorias sanitárias domiciliares construção implantação melhorias sanitárias domiciliares município xambioá to implantação melhorias sanitárias domiciliares construção parque integração amizade município riachinhoto pavimentação asfáltica município jau tocantins construção pavimentação asfáltica ruas avenidas município barrolândia to execução pavimentação asfáltica cidade dianópolis to ações infraestrutura urbana município lagoa confusão infraestrutura urbana pavimentação bairro felix ferreira pavimentação bloquetes vias públicas perímetro urbano cidade filadélfia pavimentação asfáltica construção pavimentação vila miranda sede município araguatins pavimentação vias públicas blokret sextavado município sampaioto recapeamento asfaltico zona urbana municipio dois irmaos estruturação rede serviços proteção social básica construção centro público convivência idoso cci aquisição equipamento material permanente unidade atenção especializada saúde estruturação rede serviços proteção social básica aquisição material consumo reforma unidade atenção especializada saúde aquisição maquinas equipamentos agrícolas 1ª etapa ações infraestrutura urbana através pavimentação vias públicas município gurupi to aquisição máquinas equipamentos construção centro comercialização patrulha mecanizada recuperação estradas vicinais pa inhumas município araguanã to aquisição patrulha mecanizada município salvador tocantins recuperação estradas vicinais município piraquêto infraestrutura recuperação estradas vicinais execução bueiros pontes aquisição máquinas equipamentos aquisição patrulha mecanizada municipio araguacemato projeto apoio implementação ações fazenda feminina unidade produtiva interesse sistema políticas sobre drogas obra social senhora glória fazenda esperança estado tocantins construção poços artesianos intuito melhor infraestrutura hídrica povoados salomina estrela dalvadona lurdes nova vida comunidade quilombola santa maria mangueiras município dois irmãos tocantins execução infraestrutura urbana pavimentação asfalticana avenida araguaia próximo aeroporto setor felix ferreira implantação pavimentação cidade monte santo tocantins pavimentação asfáltica vias urbanas pindorama tocantins to pavimentação vias públicas município luzinópolisto implantação pavimentação vias públicas urbanas cidade palmeiras tocantins to execução pavimentação asfáltica cidade campos lindos to calçamento bloquetes nossetores lopes silva carmelito esetor rua nova pavimentação asfaltica tsd meio fios diversas ruas avenidas"
"PROFESSORA MARCIVANIA_AP";"projeto cultural pé estrada cidade macapá estado amapá aquisição veículos utilitários administrativos veículos tipo pickup atender necessidades secretaria estado desenvolvimento rural construção passarelas concreto armado bairro provedor ii município santana construção centro comunitário bairro nova brasília município santana construção arena esportiva bairro elesbão município santana construção centro comunitário comunidade fé deus município santana"
